age,annual_income,employment_length,credit_score,loan_amount,debt_to_income,utilization_rate,missed_payments_6m,loan_tenure_months,secured_loan,loan_purpose,region,unemployment_rate,inflation_rate,interest_rate,default_12m
33,120000.0,3.3,624.0,30637.0,0.081,0.515,1,36,secured,personal,west,5.24,6.41,10.76,0
51,120000.0,10.1,586.0,176320.0,1.664,0.506,5,72,secured,business,south,7.18,5.07,18.7,1
51,120000.0,6.9,692.0,78131.0,0.907,0.856,2,48,secured,home_improvement,east,7.45,4.11,14.55,0
48,264629.0,11.4,886.0,44202.0,0.323,0.573,0,36,secured,home_improvement,central,6.06,4.94,8.09,0
23,120000.0,0.0,764.0,244315.0,1.8,0.694,2,72,secured,medical,central,6.21,6.44,15.03,0
60,120000.0,12.6,730.0,444350.0,1.8,1.0,3,12,unsecured,medical,east,5.58,5.78,19.39,0
64,120000.0,11.1,652.0,153063.0,1.414,0.865,1,48,unsecured,home_improvement,south,7.86,5.88,18.29,0
64,120000.0,7.7,626.0,193781.0,1.684,0.52,4,48,secured,personal,east,5.9,4.3,18.12,1
65,120000.0,16.9,685.0,194852.0,1.8,0.523,5,48,unsecured,business,east,5.97,6.79,19.98,1
62,120000.0,15.8,686.0,36187.0,0.372,0.669,0,60,unsecured,personal,central,5.6,5.94,11.64,0
54,120000.0,2.0,769.0,289997.0,1.8,0.995,0,36,unsecured,vehicle,north,9.96,5.81,18.27,0
23,120000.0,1.0,650.0,364369.0,1.8,0.578,3,60,secured,home_improvement,north,8.76,5.06,16.88,1
41,120000.0,7.1,656.0,537089.0,1.8,0.963,2,36,unsecured,personal,central,7.31,6.89,19.67,1
32,120473.0,4.1,841.0,122461.0,1.138,0.989,3,60,unsecured,education,east,7.08,3.95,17.24,0
30,120000.0,6.8,802.0,77821.0,0.989,0.36,0,48,secured,vehicle,north,8.52,3.83,10.6,0
58,120000.0,13.2,620.0,393589.0,1.8,0.77,0,12,unsecured,education,east,5.92,4.79,19.04,0
57,120000.0,9.8,796.0,225098.0,1.8,0.985,6,48,unsecured,vehicle,south,5.57,5.07,20.41,0
44,120000.0,12.6,602.0,287372.0,1.8,0.736,1,48,unsecured,medical,west,8.2,5.4,18.24,1
54,120000.0,11.1,654.0,106873.0,1.223,0.699,3,36,secured,business,north,9.11,5.76,16.62,1
26,120000.0,0.2,662.0,194175.0,1.8,0.858,5,48,secured,business,east,6.04,6.43,18.12,1
30,120000.0,0.6,680.0,82067.0,0.753,0.341,0,48,secured,personal,south,7.22,5.45,11.43,0
59,120000.0,13.2,733.0,162201.0,1.54,0.657,2,24,secured,home_improvement,west,7.53,4.94,17.5,0
41,120000.0,2.6,694.0,129816.0,1.172,1.0,0,48,secured,home_improvement,central,7.03,5.17,14.33,0
45,120000.0,4.8,732.0,746619.0,1.8,0.487,3,60,secured,personal,east,7.36,6.18,15.8,0
41,120000.0,4.3,656.0,232492.0,1.8,0.864,0,60,unsecured,education,south,6.65,4.87,17.98,0
30,120000.0,3.3,714.0,40183.0,0.56,0.56,2,12,secured,medical,central,3.71,5.31,12.57,0
58,120000.0,8.7,692.0,162590.0,1.32,0.634,0,72,unsecured,business,east,6.7,4.89,15.71,1
55,120000.0,4.5,582.0,206759.0,1.768,0.639,1,36,secured,education,east,7.75,5.98,16.68,0
51,139773.0,11.0,740.0,119602.0,0.941,0.409,3,48,secured,vehicle,central,7.43,6.02,13.18,0
36,120000.0,2.5,693.0,79476.0,0.823,0.8,3,36,secured,business,north,6.27,6.39,14.24,0
49,124778.0,13.1,637.0,250030.0,1.8,0.666,3,60,unsecured,education,north,8.03,5.29,20.51,0
63,120000.0,11.4,654.0,87125.0,0.8,0.223,0,36,unsecured,home_improvement,west,6.83,5.37,12.92,0
50,120000.0,11.1,656.0,236579.0,1.8,0.737,3,60,secured,home_improvement,central,7.29,4.31,18.33,0
43,120000.0,7.4,668.0,82469.0,0.975,0.94,1,36,secured,personal,east,6.08,3.81,13.6,0
33,120000.0,6.9,818.0,115032.0,0.835,0.725,2,36,secured,home_improvement,central,6.33,5.03,12.74,0
44,120000.0,7.5,843.0,303003.0,1.8,0.644,5,48,secured,home_improvement,east,7.13,5.18,16.49,1
37,120000.0,4.7,482.0,223678.0,1.8,0.628,1,36,secured,business,east,6.87,5.23,18.44,1
48,120000.0,10.0,723.0,166113.0,1.611,0.685,3,60,unsecured,education,north,6.42,6.42,17.78,1
23,120000.0,8.0,758.0,159622.0,1.559,0.638,1,24,secured,personal,north,6.22,4.13,15.45,1
29,120000.0,1.2,670.0,172622.0,1.686,0.646,2,48,secured,business,east,4.03,3.82,17.16,0
56,120000.0,11.1,756.0,97295.0,0.876,0.559,1,36,secured,home_improvement,west,5.33,3.69,12.41,0
38,120000.0,4.2,810.0,60727.0,0.712,0.601,0,36,unsecured,business,east,6.64,5.0,13.46,0
40,120000.0,6.3,583.0,235617.0,1.8,0.949,2,48,unsecured,personal,west,6.65,6.98,20.95,1
45,120000.0,6.1,696.0,440015.0,1.8,0.614,2,36,secured,personal,south,7.24,6.62,17.47,0
40,120000.0,0.0,833.0,241048.0,1.8,0.89,3,36,secured,business,east,8.32,6.45,17.34,1
55,120000.0,7.9,593.0,191993.0,1.774,0.541,0,60,secured,medical,north,6.2,4.85,16.4,0
32,120000.0,5.7,677.0,74196.0,0.661,0.592,1,48,secured,business,central,5.31,4.23,12.04,0
55,143919.0,6.2,674.0,287841.0,1.8,0.704,1,48,unsecured,vehicle,south,8.58,5.86,18.32,1
30,120000.0,5.0,765.0,222550.0,1.8,0.606,1,36,unsecured,home_improvement,south,7.33,7.11,16.22,1
37,120000.0,4.6,775.0,266757.0,1.8,0.442,2,60,unsecured,education,east,6.12,5.22,16.43,0
47,120000.0,5.9,698.0,318708.0,1.8,0.644,2,60,unsecured,education,north,4.68,4.57,18.76,0
60,120000.0,12.5,688.0,456299.0,1.8,0.599,3,36,unsecured,home_improvement,west,9.65,4.91,20.01,1
31,120000.0,4.5,557.0,78860.0,0.779,0.784,1,24,unsecured,personal,west,6.51,5.02,15.72,0
47,120000.0,7.8,793.0,70415.0,0.561,0.378,0,24,secured,education,west,7.27,7.18,8.64,0
23,120000.0,3.5,660.0,179208.0,1.668,1.0,1,48,secured,education,east,5.67,5.31,16.41,0
24,120000.0,1.4,675.0,89354.0,0.849,0.707,0,24,unsecured,home_improvement,north,5.49,6.55,13.06,0
55,120000.0,3.6,759.0,79841.0,0.903,0.645,1,36,secured,home_improvement,north,8.3,6.07,13.65,0
53,120000.0,6.9,701.0,359713.0,1.8,0.691,1,60,unsecured,business,south,6.24,5.99,18.05,0
37,120000.0,0.0,761.0,84466.0,0.674,0.507,2,24,unsecured,vehicle,south,6.11,6.61,13.71,0
49,141987.0,9.0,751.0,161588.0,1.152,0.504,1,36,unsecured,personal,south,6.85,6.69,15.49,0
38,120000.0,6.9,701.0,56363.0,0.598,0.677,0,48,unsecured,vehicle,east,6.84,5.16,12.63,0
33,120000.0,5.8,709.0,169562.0,1.606,0.737,0,24,unsecured,personal,north,8.07,4.29,16.76,1
40,120000.0,6.2,602.0,351102.0,1.8,0.553,3,12,secured,business,west,6.65,5.18,18.31,0
35,120000.0,6.4,675.0,358080.0,1.8,0.755,3,48,unsecured,home_improvement,east,7.52,4.99,20.32,1
57,141988.0,4.3,787.0,321016.0,1.8,0.556,1,36,secured,business,west,5.99,6.78,15.5,0
39,121141.0,4.2,620.0,154671.0,1.59,1.0,2,36,secured,business,west,5.66,5.85,18.03,1
35,174558.0,0.0,682.0,335198.0,1.8,0.901,3,48,unsecured,personal,east,5.68,3.76,19.45,1
45,120000.0,4.9,620.0,215249.0,1.8,0.573,5,60,unsecured,business,central,5.89,4.62,20.33,1
55,120000.0,13.3,698.0,122355.0,1.125,0.439,3,60,unsecured,vehicle,west,8.79,4.89,16.55,0
33,120000.0,6.3,791.0,208586.0,1.8,0.668,1,36,secured,business,central,6.13,6.22,15.84,0
63,120000.0,12.5,727.0,289436.0,1.8,0.631,2,12,unsecured,personal,west,6.13,4.88,17.94,0
41,120000.0,4.5,523.0,68664.0,0.863,0.84,2,24,secured,home_improvement,north,7.69,6.48,15.38,1
50,120000.0,4.3,735.0,81693.0,0.977,0.314,2,36,unsecured,education,north,7.65,4.26,14.58,0
64,120000.0,11.3,653.0,148249.0,1.465,0.576,1,24,unsecured,business,central,5.48,3.46,16.6,0
40,120000.0,8.1,724.0,73560.0,0.733,0.381,0,48,secured,business,east,6.54,5.58,10.36,0
29,120000.0,3.2,675.0,72881.0,0.737,0.784,0,48,secured,medical,south,3.8,3.58,11.19,0
54,120000.0,3.5,622.0,123824.0,1.015,0.818,0,72,secured,medical,north,7.42,5.15,14.59,0
21,120000.0,0.3,681.0,310144.0,1.8,1.0,3,36,unsecured,education,east,7.61,5.6,19.91,0
41,120000.0,0.0,653.0,306370.0,1.8,0.918,1,36,unsecured,personal,west,7.57,6.46,18.77,0
65,120000.0,13.4,709.0,200527.0,1.686,0.552,3,24,unsecured,home_improvement,east,9.21,6.17,18.57,1
39,167465.0,2.4,662.0,182989.0,1.556,0.46,4,60,unsecured,business,west,7.35,4.22,18.76,0
51,120000.0,3.8,602.0,632137.0,1.8,1.0,3,24,unsecured,vehicle,east,6.91,4.36,20.24,0
44,151249.0,8.2,769.0,114625.0,0.837,0.539,4,12,unsecured,home_improvement,central,7.01,4.13,14.88,0
30,120000.0,3.9,769.0,190365.0,1.8,0.899,2,24,unsecured,personal,central,6.09,4.81,18.84,0
35,120000.0,4.2,730.0,110986.0,1.045,0.842,1,60,unsecured,medical,north,9.3,6.73,15.37,0
44,120000.0,12.3,637.0,70486.0,0.867,0.487,0,48,secured,medical,east,8.95,8.34,13.32,0
25,120000.0,2.9,631.0,351573.0,1.8,0.89,2,12,unsecured,personal,east,6.14,5.66,20.27,0
39,120000.0,2.6,635.0,133468.0,1.237,0.55,3,12,unsecured,vehicle,west,5.41,5.25,17.76,1
39,120000.0,6.1,753.0,255668.0,1.8,1.0,2,60,secured,home_improvement,north,6.88,5.08,16.15,1
58,120000.0,8.4,624.0,138693.0,1.508,0.421,0,48,unsecured,home_improvement,east,6.75,4.66,17.79,0
26,120000.0,5.1,752.0,365973.0,1.8,0.824,4,36,unsecured,business,south,6.88,3.45,19.68,1
58,120000.0,10.1,734.0,85118.0,0.875,0.444,0,36,unsecured,medical,west,7.04,6.7,13.68,0
39,120000.0,5.6,779.0,346814.0,1.8,0.811,0,24,secured,personal,west,4.73,5.87,16.59,0
50,120000.0,2.9,766.0,291045.0,1.8,0.776,3,12,secured,personal,central,6.52,5.1,17.39,0
46,120000.0,6.4,727.0,50690.0,0.453,0.504,0,60,secured,personal,north,6.97,5.85,8.9,1
34,120000.0,3.1,576.0,116313.0,1.214,0.514,1,48,unsecured,medical,north,5.58,5.77,15.41,1
62,120000.0,7.2,732.0,316013.0,1.8,1.0,5,24,secured,personal,central,8.28,6.45,17.97,1
31,120000.0,1.8,695.0,471778.0,1.8,0.716,2,48,unsecured,medical,east,6.1,5.74,17.98,1
22,120000.0,1.6,658.0,259127.0,1.8,0.876,2,24,unsecured,medical,east,6.49,5.26,20.33,0
54,120000.0,8.2,788.0,125773.0,1.351,0.723,1,24,secured,education,central,8.86,5.48,14.49,0
48,120000.0,2.5,675.0,86732.0,0.691,0.517,1,60,secured,home_improvement,south,4.82,4.62,12.42,0
61,145699.0,9.2,670.0,235231.0,1.8,0.824,2,48,unsecured,vehicle,west,6.68,4.4,19.15,0
41,145886.0,3.6,794.0,123388.0,1.067,0.961,2,24,unsecured,medical,west,5.58,6.22,16.69,0
21,120000.0,0.6,656.0,126840.0,1.228,0.332,2,36,unsecured,vehicle,north,7.25,7.31,16.08,0
21,120000.0,0.3,643.0,140688.0,1.299,0.614,1,60,unsecured,vehicle,central,7.35,4.5,15.62,0
40,206602.0,3.5,680.0,288700.0,1.636,0.383,2,48,unsecured,business,west,6.85,3.8,17.33,0
32,120000.0,1.4,625.0,526596.0,1.8,0.781,3,24,unsecured,home_improvement,north,5.69,3.91,20.7,1
62,120000.0,10.5,631.0,317258.0,1.8,1.0,1,36,secured,personal,west,5.7,4.85,18.3,0
26,120000.0,4.1,733.0,163768.0,1.552,0.681,2,60,unsecured,vehicle,central,6.11,4.68,15.89,0
60,120000.0,10.6,610.0,90719.0,1.142,0.695,0,24,unsecured,personal,east,5.6,6.29,15.83,1
30,120000.0,6.5,547.0,251185.0,1.8,1.0,1,36,secured,education,west,7.35,6.56,19.86,0
26,120000.0,4.6,709.0,480479.0,1.8,1.0,1,36,secured,business,north,6.12,7.12,16.61,1
33,120000.0,7.5,639.0,312481.0,1.8,0.681,2,60,secured,business,south,6.98,6.77,17.08,1
27,120000.0,5.6,685.0,186284.0,1.706,0.869,3,60,secured,education,south,6.14,5.99,17.88,1
39,120000.0,9.2,782.0,118438.0,0.984,0.512,2,48,unsecured,home_improvement,north,8.28,4.33,15.4,0
35,120000.0,0.0,691.0,203692.0,1.667,0.563,3,12,secured,personal,south,7.97,5.68,16.07,0
44,120000.0,7.7,799.0,344716.0,1.8,0.526,3,48,secured,personal,south,6.7,4.72,16.55,1
45,120000.0,9.7,681.0,189283.0,1.605,1.0,1,48,secured,vehicle,central,7.37,3.18,16.42,1
21,120000.0,4.2,762.0,152172.0,1.57,0.874,2,36,secured,education,north,7.97,5.37,14.86,0
26,120000.0,0.0,645.0,104119.0,0.926,0.8,1,36,secured,personal,west,6.79,4.88,13.94,0
28,120000.0,3.7,694.0,876005.0,1.8,0.678,1,24,unsecured,medical,north,5.92,4.2,17.9,0
29,120000.0,2.2,616.0,91208.0,0.871,0.87,0,12,secured,education,south,7.59,4.89,13.77,0
25,120000.0,6.5,625.0,85890.0,0.821,0.424,1,36,unsecured,business,south,6.64,7.32,14.15,0
35,120000.0,0.0,669.0,181074.0,1.579,0.881,1,12,secured,personal,west,4.84,6.41,16.32,1
45,294885.0,3.7,744.0,142735.0,0.716,0.474,0,48,unsecured,home_improvement,north,6.28,7.26,12.04,1
34,120140.0,0.0,698.0,316520.0,1.8,0.717,3,24,unsecured,vehicle,east,8.22,5.54,20.29,1
35,120000.0,3.9,663.0,323555.0,1.8,0.478,0,60,secured,medical,east,6.97,3.75,15.06,0
42,120000.0,12.0,704.0,73918.0,0.867,0.882,1,36,secured,education,east,4.7,3.6,13.38,0
45,120000.0,5.9,588.0,99597.0,1.011,0.634,2,24,secured,vehicle,west,6.0,4.09,14.74,0
35,120000.0,3.8,739.0,92132.0,0.788,0.343,0,48,secured,business,west,6.29,7.68,10.73,0
30,127172.0,3.9,820.0,271019.0,1.8,0.895,2,48,secured,vehicle,south,5.53,5.59,16.22,0
39,120000.0,4.2,798.0,215006.0,1.8,0.641,2,24,unsecured,personal,east,5.12,5.7,17.11,1
22,120000.0,1.3,829.0,127839.0,0.932,0.441,1,24,unsecured,medical,north,4.37,5.4,11.62,0
43,120000.0,6.7,689.0,187336.0,1.694,1.0,1,36,secured,business,east,6.63,5.83,17.92,0
63,120000.0,8.0,660.0,78271.0,0.629,0.369,0,48,unsecured,business,east,7.23,4.24,12.47,0
38,120000.0,4.0,723.0,100442.0,0.869,0.505,2,36,unsecured,vehicle,north,4.1,5.02,15.18,0
25,120000.0,3.2,668.0,69912.0,0.733,0.419,1,24,secured,business,central,9.15,3.5,11.55,1
52,120000.0,10.5,556.0,178897.0,1.662,0.647,2,72,secured,personal,south,5.51,5.76,18.5,0
26,120000.0,5.1,748.0,178457.0,1.567,0.56,1,36,unsecured,business,west,7.21,5.91,16.08,0
29,120000.0,3.0,668.0,85833.0,0.959,0.696,1,12,secured,home_improvement,central,7.38,4.63,13.64,0
27,120000.0,2.6,576.0,214012.0,1.8,0.606,0,48,unsecured,business,east,5.09,3.35,17.72,0
60,120000.0,12.0,648.0,323555.0,1.8,0.782,2,36,unsecured,home_improvement,north,6.49,5.06,18.42,0
65,120000.0,9.2,670.0,83298.0,0.879,0.614,2,36,secured,vehicle,south,7.95,6.32,13.16,0
46,120000.0,4.3,687.0,131649.0,1.422,0.848,2,36,unsecured,medical,east,5.44,4.08,18.46,0
48,225412.0,6.4,783.0,227261.0,0.93,0.683,2,12,secured,education,east,8.38,4.42,13.69,0
50,120000.0,3.4,789.0,162082.0,1.687,0.826,1,36,unsecured,personal,south,3.59,5.31,17.34,0
48,120000.0,8.0,589.0,66714.0,0.662,0.783,2,48,unsecured,education,north,6.77,5.47,16.82,0
45,120000.0,9.1,675.0,122209.0,1.105,0.628,1,48,unsecured,education,central,7.45,5.94,15.53,0
65,120000.0,8.9,620.0,119601.0,1.128,0.44,2,60,unsecured,business,east,6.19,6.86,15.9,1
53,120000.0,9.3,780.0,145689.0,1.288,0.641,2,12,secured,business,east,7.77,4.54,13.92,0
24,154101.0,0.0,675.0,149778.0,1.027,0.624,1,36,unsecured,personal,south,6.06,4.25,15.68,0
38,120000.0,1.2,660.0,450406.0,1.8,0.696,4,48,unsecured,vehicle,west,6.88,4.9,19.97,0
64,129822.0,16.9,774.0,142126.0,1.294,0.862,3,36,unsecured,home_improvement,north,7.82,4.3,17.93,0
39,120000.0,1.5,785.0,53276.0,0.394,0.575,0,24,secured,education,central,5.25,4.5,9.19,0
30,120000.0,0.0,797.0,172687.0,1.7,0.584,4,12,unsecured,business,west,7.36,5.25,18.91,0
60,120000.0,10.4,563.0,506884.0,1.8,0.435,1,12,unsecured,home_improvement,west,6.12,4.72,19.3,0
49,120000.0,7.8,722.0,146002.0,1.219,0.922,0,24,unsecured,home_improvement,south,7.58,6.49,16.16,0
46,120000.0,8.3,706.0,122424.0,1.222,0.791,2,60,secured,personal,west,5.72,4.14,14.32,0
39,120000.0,10.5,682.0,133475.0,1.367,0.532,1,48,unsecured,education,west,7.97,5.28,14.69,0
26,120000.0,0.0,691.0,237921.0,1.8,1.0,5,36,unsecured,personal,west,3.5,3.87,21.19,1
38,120000.0,2.5,782.0,133107.0,1.323,0.735,3,48,secured,home_improvement,south,5.54,5.68,14.7,0
40,120000.0,9.6,764.0,60770.0,0.605,0.568,1,36,secured,personal,north,9.19,5.67,11.34,0
62,120000.0,13.1,753.0,105171.0,1.121,0.475,1,48,unsecured,personal,east,7.45,7.35,14.89,0
34,120000.0,5.7,702.0,156053.0,1.368,0.759,3,36,secured,home_improvement,north,5.58,6.41,15.73,0
27,120000.0,0.0,856.0,230535.0,1.8,1.0,3,48,secured,home_improvement,north,5.48,3.76,16.19,1
40,120000.0,8.1,656.0,111441.0,1.079,0.968,1,60,unsecured,business,east,6.17,5.92,16.47,0
65,120000.0,13.4,565.0,134250.0,1.225,0.637,0,48,secured,vehicle,east,6.6,5.21,13.63,0
42,120000.0,5.8,666.0,167578.0,1.49,0.644,0,24,secured,vehicle,north,6.5,5.95,14.76,0
38,120000.0,2.5,690.0,98191.0,1.103,0.59,1,60,secured,personal,west,8.22,4.62,13.69,0
51,120000.0,7.8,784.0,153333.0,1.371,0.632,1,24,unsecured,personal,central,9.31,6.24,15.87,0
50,120000.0,12.2,648.0,220508.0,1.8,1.0,2,36,unsecured,medical,central,6.61,5.35,19.25,0
34,125397.0,0.0,728.0,75266.0,0.806,0.505,1,36,unsecured,personal,north,7.16,4.82,13.6,0
64,120000.0,8.4,575.0,198629.0,1.669,0.62,3,72,unsecured,vehicle,central,6.39,4.33,20.37,1
47,120000.0,4.6,767.0,80122.0,0.851,0.787,2,36,unsecured,medical,central,5.61,4.09,14.86,0
23,120000.0,0.0,691.0,81171.0,0.862,0.643,0,48,secured,education,east,7.63,4.53,12.96,0
39,120000.0,4.5,665.0,105787.0,0.891,0.835,4,48,unsecured,business,north,6.88,4.98,16.3,0
62,120000.0,13.1,846.0,395348.0,1.8,1.0,3,12,secured,education,north,8.28,6.29,16.5,0
38,120000.0,5.6,766.0,53377.0,0.69,0.558,0,36,unsecured,business,south,5.94,6.65,12.59,0
46,120000.0,6.4,608.0,120383.0,1.319,1.0,3,36,secured,business,east,6.75,4.26,16.74,0
48,120000.0,7.6,678.0,159980.0,1.643,1.0,1,36,unsecured,vehicle,south,5.04,4.91,18.19,1
52,216381.0,9.6,900.0,347550.0,1.8,1.0,2,24,unsecured,business,west,6.79,4.46,18.05,0
60,120000.0,4.7,834.0,577326.0,1.8,0.854,1,24,unsecured,personal,west,7.16,3.96,17.25,1
27,120000.0,4.7,755.0,123709.0,1.277,0.981,1,24,unsecured,business,north,6.02,5.53,16.67,0
44,120000.0,3.3,548.0,231095.0,1.8,0.501,1,36,secured,personal,west,6.9,6.48,18.75,1
45,120000.0,4.7,786.0,153053.0,1.682,0.526,1,24,unsecured,personal,south,7.15,6.22,16.18,0
27,120000.0,2.5,638.0,152416.0,1.343,0.738,6,24,unsecured,education,central,4.62,5.52,20.93,1
51,120000.0,7.3,785.0,194391.0,1.8,0.713,2,48,secured,personal,west,5.25,5.63,16.06,0
26,283284.0,2.7,779.0,58073.0,0.59,0.603,1,36,unsecured,personal,east,6.64,4.86,11.55,0
41,120000.0,5.4,723.0,157767.0,1.401,0.684,3,12,secured,personal,east,6.14,5.45,16.04,1
35,120000.0,2.6,638.0,218162.0,1.8,0.559,3,60,secured,education,north,8.04,4.38,17.66,1
27,120000.0,6.1,659.0,93074.0,1.01,0.423,0,24,secured,personal,south,7.3,7.07,11.81,0
58,162404.0,11.4,771.0,219107.0,1.48,1.0,2,60,unsecured,education,central,6.99,6.96,16.98,0
31,120000.0,3.4,587.0,52918.0,0.605,0.315,0,36,unsecured,vehicle,central,7.57,4.73,12.8,0
32,120000.0,4.8,864.0,172960.0,1.653,0.915,1,72,unsecured,business,west,7.62,6.02,16.86,0
59,120000.0,7.4,609.0,389421.0,1.8,0.784,1,36,unsecured,home_improvement,north,5.99,5.7,20.44,1
60,120000.0,16.3,605.0,141198.0,1.536,0.843,2,48,secured,vehicle,central,7.48,5.91,17.6,0
22,120000.0,0.0,733.0,86179.0,0.967,0.765,3,36,secured,business,north,8.88,4.8,14.59,0
33,120000.0,3.3,783.0,64451.0,0.625,0.544,3,12,secured,education,east,7.72,3.88,11.47,0
52,120000.0,6.9,662.0,209785.0,1.8,1.0,2,60,unsecured,vehicle,south,6.4,6.57,19.28,1
56,120000.0,7.8,606.0,297512.0,1.8,0.83,3,36,secured,medical,central,4.47,6.51,19.2,0
65,120000.0,9.6,617.0,156927.0,1.441,0.531,0,48,unsecured,medical,west,5.12,5.14,17.02,0
45,120000.0,3.7,609.0,120403.0,1.149,0.797,2,60,unsecured,education,east,6.98,3.54,18.16,1
21,138067.0,3.6,725.0,46393.0,0.595,0.608,2,24,secured,personal,west,5.73,4.21,11.82,0
60,120000.0,6.1,681.0,176419.0,1.8,0.946,4,24,unsecured,personal,south,5.31,5.97,20.1,1
28,120000.0,4.7,718.0,103982.0,1.073,0.77,2,36,unsecured,vehicle,north,7.75,5.34,17.54,0
26,120000.0,3.2,713.0,107942.0,1.036,0.997,3,36,secured,vehicle,south,8.18,4.69,15.9,0
51,152459.0,6.4,777.0,465408.0,1.8,0.927,6,60,unsecured,business,north,5.52,5.16,21.19,1
48,120000.0,8.3,655.0,50461.0,0.701,0.653,2,36,unsecured,education,central,8.64,4.86,14.04,1
23,155694.0,0.0,663.0,55048.0,0.51,0.274,2,60,unsecured,vehicle,north,6.09,6.99,13.41,0
28,182081.0,0.0,754.0,189163.0,1.159,0.655,2,36,unsecured,personal,south,7.03,3.45,16.46,0
47,120000.0,3.2,682.0,126696.0,1.35,0.479,1,36,unsecured,personal,south,4.71,6.11,16.68,0
32,120000.0,4.7,705.0,116166.0,1.288,0.923,3,36,unsecured,home_improvement,south,7.82,5.11,18.41,0
51,120000.0,9.3,633.0,194313.0,1.684,0.961,4,60,unsecured,education,north,4.88,5.84,20.44,0
39,120000.0,5.2,734.0,192209.0,1.602,0.547,1,36,unsecured,personal,north,4.95,5.33,16.04,0
47,120000.0,5.3,598.0,86434.0,0.889,0.703,1,48,unsecured,personal,west,7.01,6.05,15.36,0
42,120000.0,4.7,653.0,110790.0,0.966,0.433,1,60,secured,medical,central,4.87,6.12,13.57,0
37,120000.0,3.0,771.0,168083.0,1.427,0.985,2,60,secured,business,central,6.6,4.05,15.29,0
36,120000.0,0.0,601.0,181425.0,1.567,0.925,3,48,unsecured,personal,south,5.14,5.6,20.47,0
52,120000.0,7.9,765.0,222819.0,1.8,0.637,1,36,unsecured,vehicle,central,7.95,4.61,17.47,0
44,120000.0,7.3,580.0,111407.0,1.186,0.741,2,72,unsecured,home_improvement,north,7.77,3.58,17.61,1
47,120000.0,6.7,567.0,203940.0,1.8,0.944,3,60,unsecured,home_improvement,east,5.78,6.39,21.07,1
46,120000.0,11.6,574.0,301862.0,1.8,0.864,1,36,unsecured,personal,central,7.6,7.2,18.63,1
30,120000.0,0.0,695.0,167788.0,1.738,0.566,1,48,secured,personal,north,5.87,5.22,15.27,0
62,120000.0,8.3,741.0,152232.0,1.508,0.762,1,36,secured,education,central,7.76,4.28,16.0,0
46,120000.0,6.6,783.0,139650.0,1.277,0.513,1,36,unsecured,personal,north,6.94,6.41,14.77,0
53,120000.0,8.7,777.0,108956.0,1.07,0.707,3,48,unsecured,personal,west,8.3,4.4,15.43,1
60,120000.0,4.0,751.0,88461.0,0.85,0.708,2,36,secured,personal,south,6.01,3.69,12.11,0
62,120000.0,12.1,624.0,134082.0,1.328,0.365,0,36,secured,home_improvement,central,6.67,4.2,14.61,0
51,120000.0,8.2,623.0,218168.0,1.8,0.865,3,36,unsecured,vehicle,east,7.29,7.53,19.02,1
56,120000.0,2.4,745.0,91313.0,0.897,0.429,6,36,secured,home_improvement,west,8.65,6.63,15.15,1
42,120000.0,4.9,793.0,154970.0,1.573,0.668,3,48,unsecured,personal,north,6.88,6.26,15.87,1
54,120000.0,5.8,609.0,143712.0,1.53,0.462,4,60,secured,personal,north,5.61,4.97,17.55,0
35,120000.0,2.1,783.0,516884.0,1.8,1.0,2,36,unsecured,education,north,4.69,4.02,19.17,0
53,120000.0,4.0,542.0,260356.0,1.8,0.762,2,36,unsecured,business,south,6.44,4.83,20.21,1
24,120000.0,2.0,715.0,257627.0,1.8,1.0,4,48,secured,personal,north,6.77,5.59,18.66,1
62,168912.0,15.5,722.0,295975.0,1.8,0.896,2,36,unsecured,home_improvement,west,4.24,7.01,19.73,1
32,120000.0,3.5,671.0,114153.0,1.001,0.514,1,72,unsecured,education,west,6.82,5.24,13.93,0
50,120000.0,0.8,688.0,398273.0,1.8,0.728,2,60,unsecured,home_improvement,west,7.73,5.5,18.71,0
21,120000.0,0.9,622.0,180496.0,1.681,0.592,0,36,unsecured,business,north,5.12,4.29,17.2,0
28,120000.0,1.2,720.0,158098.0,1.448,0.645,1,36,unsecured,home_improvement,north,5.98,4.17,16.38,0
65,120000.0,7.7,691.0,73897.0,0.775,0.805,0,36,secured,medical,central,4.04,3.7,12.35,0
58,120000.0,10.3,756.0,125361.0,1.168,0.778,0,36,secured,business,north,6.16,2.74,13.89,0
31,120000.0,5.1,805.0,51645.0,0.87,0.35,1,24,secured,personal,central,5.98,5.71,10.19,0
26,120000.0,0.0,696.0,138508.0,1.279,0.343,0,36,secured,business,south,7.8,7.97,13.58,0
57,120000.0,4.1,625.0,111905.0,1.183,0.698,1,36,unsecured,personal,south,6.61,6.75,17.71,0
65,120000.0,5.0,601.0,125627.0,1.289,0.607,3,36,secured,home_improvement,west,7.36,5.93,16.11,1
28,120000.0,0.0,813.0,66114.0,0.528,0.403,2,36,secured,vehicle,west,7.76,6.3,10.66,0
50,120000.0,6.8,804.0,257131.0,1.8,0.647,1,60,unsecured,home_improvement,west,9.46,5.52,16.35,0
33,120000.0,1.5,753.0,239222.0,1.8,0.543,2,24,unsecured,medical,south,6.95,5.98,19.09,1
54,120000.0,6.2,691.0,488139.0,1.8,1.0,2,60,unsecured,home_improvement,east,5.62,6.24,18.12,1
